Insertion Sort,Random,5,0.003699999999717818
Insertion Sort,Random,5,0.002000000000279556
Insertion Sort,Random,10,0.007799999999669183
Insertion Sort,Random,10,0.005800000000277805
Insertion Sort,Random,15,0.00869999999952853
Insertion Sort,Random,15,0.008700000000416708
Insertion Sort,Random,20,0.020100000000411455
Insertion Sort,Random,20,0.015499999999946112
Insertion Sort,Random,25,0.029800000000079763
Insertion Sort,Random,25,0.02370000000073702
Insertion Sort,Random,30,0.025899999999801082
Insertion Sort,Random,30,0.020499999999756824
Insertion Sort,Random,35,0.04559999999997899
Insertion Sort,Random,35,0.03609999999998337
Insertion Sort,Random,40,0.04489999999979233
Insertion Sort,Random,40,0.043200000000354066
Insertion Sort,Random,45,0.06580000000067088
Insertion Sort,Random,45,0.06259999999969068
Insertion Sort,Random,50,0.06590000000006313
Insertion Sort,Random,50,0.05909999999964555
Insertion Sort,Random,55,0.08579999999991372
Insertion Sort,Random,55,0.08609999999986684
Insertion Sort,Random,60,0.08080000000010301
Insertion Sort,Random,60,0.08860000000066037
Insertion Sort,Random,65,0.08960000000080015
Insertion Sort,Random,65,0.11079999999985546
Insertion Sort,Random,70,0.13169999999984583
Insertion Sort,Random,70,0.13630000000031117
Insertion Sort,Random,75,0.12189999999989709
Insertion Sort,Random,75,0.1351000000004987
Insertion Sort,Random,80,0.155200000000022
Insertion Sort,Random,80,0.17140000000015476
Insertion Sort,Random,85,0.1928000000006591
Insertion Sort,Random,85,0.16670000000029717
Insertion Sort,Random,90,0.22750000000026915
Insertion Sort,Random,90,0.20539999999957814
Insertion Sort,Random,95,0.3915000000001001
Insertion Sort,Random,95,0.2411999999996084
Insertion Sort,Random,100,0.22060000000045932
Insertion Sort,Random,100,0.25440000000021
Insertion Sort,Random,105,0.2715999999995944
Insertion Sort,Random,105,0.29490000000009786
Insertion Sort,Random,110,0.293099999999491
Insertion Sort,Random,110,0.2770999999999191
Insertion Sort,Random,115,0.38120000000052556
Insertion Sort,Random,115,0.3470999999999336
Insertion Sort,Random,120,0.4001000000002364
Insertion Sort,Random,120,0.3994000000000497
Insertion Sort,Random,125,0.394400000000239
Insertion Sort,Random,125,0.36930000000001684
Insertion Sort,Random,130,0.41470000000032314
Insertion Sort,Random,130,0.4054000000000002
Insertion Sort,Random,135,0.47610000000020136
Insertion Sort,Random,135,0.5012999999998158
Insertion Sort,Random,140,0.536500000000828
Insertion Sort,Random,140,0.5079000000005607
Insertion Sort,Random,145,0.521899999999853
Insertion Sort,Random,145,0.4991999999992558
Insertion Sort,Random,150,0.586699999999496
Insertion Sort,Random,150,0.473600000000296
Insertion Sort,Random,155,0.6433000000001243
Insertion Sort,Random,155,0.6043000000000021
Insertion Sort,Random,160,0.6060999999997208
Insertion Sort,Random,160,0.5993000000001913
Insertion Sort,Random,165,0.8540000000003545
Insertion Sort,Random,165,0.6064999999999543
Insertion Sort,Random,170,0.6673999999993185
Insertion Sort,Random,170,0.6763999999996884
Insertion Sort,Random,175,0.7242999999999
Insertion Sort,Random,175,0.7087999999999539
Insertion Sort,Random,180,0.7972000000009416
Insertion Sort,Random,180,0.8125999999997191
Insertion Sort,Random,185,0.8526999999993734
Insertion Sort,Random,185,0.881399999999033
Insertion Sort,Random,190,0.8880999999991701
Insertion Sort,Random,190,0.8721000000004864
Insertion Sort,Random,195,1.0331000000007862
Insertion Sort,Random,195,0.9259000000003681
Insertion Sort,Random,200,1.0766999999987092
Insertion Sort,Random,200,0.9610999999996039
Insertion Sort,Random,205,1.0142999999995794
Insertion Sort,Random,205,0.9958999999994944
Insertion Sort,Random,210,1.0123000000010762
Insertion Sort,Random,210,1.1785999999993635
Insertion Sort,Random,215,1.2088999999999572
Insertion Sort,Random,215,1.1751000000010947
Insertion Sort,Random,220,1.3366000000001321
Insertion Sort,Random,220,1.1182999999999055
Insertion Sort,Random,225,1.3784000000001129
Insertion Sort,Random,225,1.2102000000009383
Insertion Sort,Random,230,1.3485000000006409
Insertion Sort,Random,230,1.3339999999999463
Insertion Sort,Random,235,1.3518999999995174
Insertion Sort,Random,235,1.384800000000297
Insertion Sort,Random,240,1.6431999999984015
Insertion Sort,Random,240,1.3105000000006584
Insertion Sort,Random,245,1.4567000000003105
Insertion Sort,Random,245,1.2814999999992693
Insertion Sort,Random,250,1.6914000000003426
Insertion Sort,Random,250,1.3620999999996997
Insertion Sort,Random,255,1.7121000000006603
Insertion Sort,Random,255,1.561900000000449
Insertion Sort,Random,260,1.5947999999994522
Insertion Sort,Random,260,1.8089000000003352
Insertion Sort,Random,265,1.8773000000003037
Insertion Sort,Random,265,1.6590999999994693
Insertion Sort,Random,270,1.8270999999998594
Insertion Sort,Random,270,1.7666999999992328
Insertion Sort,Random,275,1.933600000000979
Insertion Sort,Random,275,1.792599999999922
Insertion Sort,Random,280,2.022199999998975
Insertion Sort,Random,280,2.0553999999997075
Insertion Sort,Random,285,2.0150000000001
Insertion Sort,Random,285,1.9830000000009562
Insertion Sort,Random,290,2.1802999999991357
Insertion Sort,Random,290,2.0719000000006815
Insertion Sort,Random,295,2.284699999998807
Insertion Sort,Random,295,2.427899999998928
Insertion Sort,Random,300,2.154499999999615
Insertion Sort,Random,300,2.150699999999617
Insertion Sort,Random,305,2.5574999999999903
Insertion Sort,Random,305,2.344100000000182
Insertion Sort,Random,310,2.4601999999998014
Insertion Sort,Random,310,2.380399999999838
Insertion Sort,Random,315,2.3362000000002325
Insertion Sort,Random,315,2.5604000000001292
Insertion Sort,Random,320,2.410900000000993
Insertion Sort,Random,320,2.581700000000353
Insertion Sort,Random,325,2.5903999999989935
Insertion Sort,Random,325,2.5545999999998514
Insertion Sort,Random,330,2.834000000000003
Insertion Sort,Random,330,2.435000000000187
Insertion Sort,Random,335,2.9953999999996483
Insertion Sort,Random,335,2.842799999999812
Insertion Sort,Random,340,3.2156000000007623
Insertion Sort,Random,340,2.867200000000736
Insertion Sort,Random,345,3.0645000000006917
Insertion Sort,Random,345,2.9743999999993775
Insertion Sort,Random,350,3.198199999999929
Insertion Sort,Random,350,3.1388999999997225
Insertion Sort,Random,355,2.9944000000003967
Insertion Sort,Random,355,3.024599999999822
Insertion Sort,Random,360,3.25769999999892
Insertion Sort,Random,360,3.4300999999992143
Insertion Sort,Random,365,3.187300000000448
Insertion Sort,Random,365,3.6868999999999374
Insertion Sort,Random,370,3.551599999999766
Insertion Sort,Random,370,3.688399999999703
Insertion Sort,Random,375,3.502700000000303
Insertion Sort,Random,375,3.5887999999992815
Insertion Sort,Random,380,3.451599999999999
Insertion Sort,Random,380,4.143799999999587
Insertion Sort,Random,385,3.975600000000412
Insertion Sort,Random,385,3.74090000000038
Insertion Sort,Random,390,3.9620000000013533
Insertion Sort,Random,390,3.814000000000206
Insertion Sort,Random,395,4.154700000000844
Insertion Sort,Random,395,4.320599999999786
Insertion Sort,Random,400,4.032400000001601
Insertion Sort,Random,400,3.8786000000001764
Insertion Sort,Random,405,4.477200000000181
Insertion Sort,Random,405,4.4056000000001205
Insertion Sort,Random,410,4.3766999999999
Insertion Sort,Random,410,4.334100000001229
Insertion Sort,Random,415,4.450799999998978
Insertion Sort,Random,415,4.662599999999628
Insertion Sort,Random,420,4.451800000000006
Insertion Sort,Random,420,4.2389000000007115
Insertion Sort,Random,425,4.903999999999797
Insertion Sort,Random,425,4.491100000000969
Insertion Sort,Random,430,4.7233999999996
Insertion Sort,Random,430,5.000799999999472
Insertion Sort,Random,435,5.090499999999665
Insertion Sort,Random,435,4.997299999999427
Insertion Sort,Random,440,5.529999999998481
Insertion Sort,Random,440,5.847499999999783
Insertion Sort,Random,445,6.029599999999746
Insertion Sort,Random,445,5.970899999999446
Insertion Sort,Random,450,5.02039999999937
Insertion Sort,Random,450,4.9949999999991945
Insertion Sort,Random,455,5.285399999999996
Insertion Sort,Random,455,5.353900000001133
Insertion Sort,Random,460,6.032600000001054
Insertion Sort,Random,460,5.5389000000012345
Insertion Sort,Random,465,5.857200000001228
Insertion Sort,Random,465,5.6618999999997754
Insertion Sort,Random,470,6.293700000000513
Insertion Sort,Random,470,6.987699999999819
Insertion Sort,Random,475,6.421400000000688
Insertion Sort,Random,475,6.4408999999994165
Insertion Sort,Random,480,6.021899999998581
Insertion Sort,Random,480,6.046200000000113
Insertion Sort,Random,485,6.317099999998632
Insertion Sort,Random,485,6.027600000001243
Insertion Sort,Random,490,6.526400000000265
Insertion Sort,Random,490,6.430899999999795
